driver_id,lat,lng,bronx_timestamp
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.751251220703125,-73.99410206673768,2022-04-01T03:35:51.312816Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75128173828125,-73.99410616497906,2022-04-01T03:36:06.299474Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7513427734375,-73.99405254700224,2022-04-01T03:36:22.847644Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7520751953125,-73.99351230597364,2022-04-01T03:36:39.333105Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75250244140625,-73.99409738237465,2022-04-01T03:36:55.798394Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7530517578125,-73.99545597541619,2022-04-01T03:37:12.348259Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.753204345703125,-73.9957713892661,2022-04-01T03:37:28.807676Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7535400390625,-73.99661878952631,2022-04-01T03:37:45.292133Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754241943359375,-73.99827951855644,2022-04-01T03:38:01.832044Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754364013671875,-73.99860348751247,2022-04-01T03:38:18.28911Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75445556640625,-73.99876255459868,2022-04-01T03:38:34.799801Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75445556640625,-73.9987576970222,2022-04-01T03:38:51.310537Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75445556640625,-73.9987576970222,2022-04-01T03:39:06.594267Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754486083984375,-73.99883043428166,2022-04-01T03:39:21.768493Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754913330078125,-73.99889970705597,2022-04-01T03:39:37.060249Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.755096435546875,-73.99875345995045,2022-04-01T03:39:52.156569Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75555419921875,-73.99841593592619,2022-04-01T03:40:08.428804Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.755645751953125,-73.9977321906101,2022-04-01T03:40:24.199075Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.755401611328125,-73.99713228142055,2022-04-01T03:40:39.73685Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.755401611328125,-73.99713038337627,2022-04-01T03:40:55.384968Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.755157470703125,-73.99654861378045,2022-04-01T03:41:11.0689Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7547607421875,-73.99558368225534,2022-04-01T03:41:26.744363Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7547607421875,-73.99558368225534,2022-04-01T03:41:42.333631Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754241943359375,-73.9957031491905,2022-04-01T03:41:57.976643Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754180908203125,-73.99573951770785,2022-04-01T03:42:13.654278Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.754180908203125,-73.99573951770785,2022-04-01T03:42:29.412991Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.753326416015625,-73.99636370677884,2022-04-01T03:42:45.054087Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.752166748046875,-73.9972146434613,2022-04-01T03:43:00.645788Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.751983642578125,-73.99736891011185,2022-04-01T03:43:16.327927Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.751312255859375,-73.99788666597705,2022-04-01T03:43:32.015886Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.75,-73.99882739139413,2022-04-01T03:43:47.60838Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.74847412109375,-73.99997687138686,2022-04-01T03:44:03.320232Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7471923828125,-74.00085540664062,2022-04-01T03:44:19.106055Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.745941162109375,-74.00172512310128,2022-04-01T03:44:34.761037Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.7445068359375,-74.00281818604525,2022-04-01T03:44:50.530151Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.74334716796875,-74.00366467595553,2022-04-01T03:45:06.135902Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.742950439453125,-74.00393736626346,2022-04-01T03:45:21.81464Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.742950439453125,-74.00393761530185,2022-04-01T03:45:37.458804Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.742950439453125,-74.00393761530185,2022-04-01T03:45:53.170218Z
4026b7e2b949a25312a6ba7a038e852b1a927ff6,40.742919921875,-74.00389718974097,2022-04-01T03:46:08.92167Z
